dataset,rel_id,rel_name,c_r
tkgl-smallpedia,380,rel_380,0.072912
tkgl-smallpedia,381,rel_381,0.174589
tkgl-smallpedia,382,rel_382,0.114679
tkgl-smallpedia,383,rel_383,0.159208
tkgl-smallpedia,384,rel_384,0.083834
tkgl-smallpedia,385,rel_385,0.063052
tkgl-smallpedia,386,rel_386,0.069522
tkgl-smallpedia,387,rel_387,0.169677
tkgl-smallpedia,388,rel_388,0.099321
tkgl-smallpedia,389,rel_389,0.08151
tkgl-smallpedia,390,rel_390,0.094573
tkgl-smallpedia,391,rel_391,0.151294
tkgl-smallpedia,392,rel_392,0.076031
tkgl-smallpedia,393,rel_393,0.113621
tkgl-smallpedia,394,rel_394,0.091847
tkgl-smallpedia,395,rel_395,0.091203
tkgl-smallpedia,396,rel_396,0.100962
tkgl-smallpedia,397,rel_397,0.083679
tkgl-smallpedia,398,rel_398,0.074927
tkgl-smallpedia,399,rel_399,0.164803
tkgl-smallpedia,400,rel_400,0.164282
tkgl-smallpedia,401,rel_401,0.088014
tkgl-smallpedia,402,rel_402,0.085235
tkgl-smallpedia,403,rel_403,0.068189
tkgl-smallpedia,404,rel_404,0.09986
tkgl-smallpedia,405,rel_405,0.164006
tkgl-smallpedia,406,rel_406,0.068843
tkgl-smallpedia,407,rel_407,0.169327
tkgl-smallpedia,408,rel_408,0.064215
tkgl-smallpedia,409,rel_409,0.05841
tkgl-smallpedia,410,rel_410,0.076687
tkgl-smallpedia,411,rel_411,0.066074
tkgl-smallpedia,412,rel_412,0.075135
tkgl-smallpedia,413,rel_413,0.057929
tkgl-smallpedia,414,rel_414,0.055698
tkgl-smallpedia,415,rel_415,0.078833
tkgl-smallpedia,416,rel_416,0.07907
tkgl-smallpedia,417,rel_417,0.152252
tkgl-smallpedia,418,rel_418,0.092607
tkgl-smallpedia,419,rel_419,0.085159
tkgl-smallpedia,420,rel_420,0.094857
tkgl-smallpedia,421,rel_421,0.160536
tkgl-smallpedia,422,rel_422,0.172495
tkgl-smallpedia,423,rel_423,0.077868
tkgl-smallpedia,424,rel_424,0.077007
tkgl-smallpedia,425,rel_425,0.059354
tkgl-smallpedia,426,rel_426,0.091467
tkgl-smallpedia,427,rel_427,0.076079
tkgl-smallpedia,428,rel_428,0.101687
tkgl-smallpedia,429,rel_429,0.078672
tkgl-smallpedia,430,rel_430,0.079933
tkgl-smallpedia,431,rel_431,0.075021
tkgl-smallpedia,432,rel_432,0.105673
tkgl-smallpedia,433,rel_433,0.139147
tkgl-smallpedia,434,rel_434,0.073298
tkgl-smallpedia,435,rel_435,0.100421
tkgl-smallpedia,436,rel_436,0.083112
tkgl-smallpedia,437,rel_437,0.083778
tkgl-smallpedia,438,rel_438,0.086329
tkgl-smallpedia,439,rel_439,0.13288
tkgl-smallpedia,440,rel_440,0.07759
tkgl-smallpedia,441,rel_441,0.074761
tkgl-smallpedia,442,rel_442,0.072692
tkgl-smallpedia,443,rel_443,0.173276
tkgl-smallpedia,444,rel_444,0.108695
tkgl-smallpedia,445,rel_445,0.084539
tkgl-smallpedia,446,rel_446,0.084711
tkgl-smallpedia,447,rel_447,0.088714
tkgl-smallpedia,448,rel_448,0.097615
tkgl-smallpedia,449,rel_449,0.076419
tkgl-smallpedia,450,rel_450,0.111898
tkgl-smallpedia,451,rel_451,0.081895
tkgl-smallpedia,452,rel_452,0.078055
tkgl-smallpedia,453,rel_453,0.174913
tkgl-smallpedia,454,rel_454,0.103111
tkgl-smallpedia,455,rel_455,0.074613
tkgl-smallpedia,456,rel_456,0.125603
tkgl-smallpedia,457,rel_457,0.06282
tkgl-smallpedia,458,rel_458,0.071799
tkgl-smallpedia,459,rel_459,0.176527
tkgl-smallpedia,460,rel_460,0.164284
tkgl-smallpedia,461,rel_461,0.172882
tkgl-smallpedia,462,rel_462,0.167764
tkgl-smallpedia,463,rel_463,0.102689
tkgl-smallpedia,464,rel_464,0.071281
tkgl-smallpedia,465,rel_465,0.061361
tkgl-smallpedia,466,rel_466,0.163394
tkgl-smallpedia,467,rel_467,0.1178
tkgl-smallpedia,468,rel_468,0.090696
tkgl-smallpedia,469,rel_469,0.132796
tkgl-smallpedia,470,rel_470,0.126858
tkgl-smallpedia,471,rel_471,0.071236
tkgl-smallpedia,472,rel_472,0.179454
tkgl-smallpedia,473,rel_473,0.145285
tkgl-smallpedia,474,rel_474,0.12819
tkgl-smallpedia,475,rel_475,0.077085
tkgl-smallpedia,476,rel_476,0.081825
tkgl-smallpedia,477,rel_477,0.114299
tkgl-smallpedia,478,rel_478,0.123372
tkgl-smallpedia,479,rel_479,0.074286
tkgl-smallpedia,480,rel_480,0.097346
tkgl-smallpedia,481,rel_481,0.177241
tkgl-smallpedia,482,rel_482,0.16737
tkgl-smallpedia,483,rel_483,0.093452
tkgl-smallpedia,484,rel_484,0.136046
tkgl-smallpedia,485,rel_485,0.034095
tkgl-smallpedia,486,rel_486,0.034095
tkgl-smallpedia,487,rel_487,0.034095
tkgl-smallpedia,488,rel_488,0.034095
tkgl-smallpedia,489,rel_489,0.034095
tkgl-smallpedia,490,rel_490,0.088037
tkgl-smallpedia,491,rel_491,0.034095
tkgl-smallpedia,492,rel_492,0.034095
tkgl-smallpedia,493,rel_493,0.034095
tkgl-smallpedia,494,rel_494,0.034095
tkgl-smallpedia,495,rel_495,0.034095
tkgl-smallpedia,496,rel_496,0.034095
tkgl-smallpedia,497,rel_497,0.034095
tkgl-smallpedia,498,rel_498,0.034095
tkgl-smallpedia,499,rel_499,0.034095
tkgl-smallpedia,500,rel_500,0.034095
tkgl-smallpedia,501,rel_501,0.053798
tkgl-smallpedia,502,rel_502,0.034095
tkgl-smallpedia,503,rel_503,0.034095
tkgl-smallpedia,504,rel_504,0.034095
tkgl-smallpedia,505,rel_505,0.034095
tkgl-smallpedia,506,rel_506,0.034095
tkgl-smallpedia,507,rel_507,0.034095
tkgl-smallpedia,508,rel_508,0.034095
tkgl-smallpedia,509,rel_509,0.034095
tkgl-smallpedia,510,rel_510,0.034095
tkgl-smallpedia,511,rel_511,0.034095
tkgl-smallpedia,512,rel_512,0.06777
tkgl-smallpedia,513,rel_513,0.034095
tkgl-smallpedia,514,rel_514,0.034095
tkgl-smallpedia,515,rel_515,0.034095
tkgl-smallpedia,516,rel_516,0.034095
tkgl-smallpedia,517,rel_517,0.034095
tkgl-smallpedia,518,rel_518,0.034095
tkgl-smallpedia,519,rel_519,0.082336
tkgl-smallpedia,520,rel_520,0.073616
tkgl-smallpedia,521,rel_521,0.082447
tkgl-smallpedia,522,rel_522,0.13956
tkgl-smallpedia,523,rel_523,0.094965
tkgl-smallpedia,524,rel_524,0.076365
tkgl-smallpedia,525,rel_525,0.059281
tkgl-smallpedia,526,rel_526,0.09665
tkgl-smallpedia,527,rel_527,0.053421
tkgl-smallpedia,528,rel_528,0.081804
tkgl-smallpedia,529,rel_529,0.093396
tkgl-smallpedia,530,rel_530,0.076146
tkgl-smallpedia,531,rel_531,0.074106
tkgl-smallpedia,532,rel_532,0.107715
tkgl-smallpedia,533,rel_533,0.144674
tkgl-smallpedia,534,rel_534,0.0853
tkgl-smallpedia,535,rel_535,0.086835
tkgl-smallpedia,536,rel_536,0.058177
tkgl-smallpedia,537,rel_537,0.059812
tkgl-smallpedia,538,rel_538,0.073769
tkgl-smallpedia,539,rel_539,0.094026
tkgl-smallpedia,540,rel_540,0.072982
tkgl-smallpedia,541,rel_541,0.054326
tkgl-smallpedia,542,rel_542,0.076048
tkgl-smallpedia,543,rel_543,0.094003
tkgl-smallpedia,544,rel_544,0.116753
tkgl-smallpedia,545,rel_545,0.056172
tkgl-smallpedia,546,rel_546,0.104967
tkgl-smallpedia,547,rel_547,0.104942
tkgl-smallpedia,548,rel_548,0.083762
tkgl-smallpedia,549,rel_549,0.082475
tkgl-smallpedia,550,rel_550,0.127022
tkgl-smallpedia,551,rel_551,0.093828
tkgl-smallpedia,552,rel_552,0.128048
tkgl-smallpedia,553,rel_553,0.139783
tkgl-smallpedia,554,rel_554,0.134834
tkgl-smallpedia,555,rel_555,0.076226
tkgl-smallpedia,556,rel_556,0.107116
tkgl-smallpedia,557,rel_557,0.097837
tkgl-smallpedia,558,rel_558,0.094804
tkgl-smallpedia,559,rel_559,0.122561
tkgl-smallpedia,560,rel_560,0.102112
tkgl-smallpedia,561,rel_561,0.09132
tkgl-smallpedia,562,rel_562,0.085408
tkgl-smallpedia,563,rel_563,0.066106
tkgl-smallpedia,564,rel_564,0.151797
tkgl-smallpedia,565,rel_565,0.088405
ICEWS14-V5b,0,Criticize or denounce,0.693147
ICEWS14-V5b,1,Express intent to meet or negotiate,0.693147
ICEWS14-V5b,2,Consult,0.693147
ICEWS14-V5b,3,Make an appeal or request,0.693147
ICEWS14-V5b,4,"Abduct, hijack, or take hostage",0.693147
ICEWS14-V5b,5,Praise or endorse,0.693147
ICEWS14-V5b,6,Engage in negotiation,0.693147
ICEWS14-V5b,7,Use unconventional violence,0.693147
ICEWS14-V5b,8,Make statement,0.693147
ICEWS14-V5b,9,"Arrest, detain, or charge with legal action",0.693147
ICEWS14-V5b,10,Use conventional military force,0.693147
ICEWS14-V5b,11,Complain officially,0.693147
ICEWS14-V5b,12,Impose administrative sanctions,0.693147
ICEWS14-V5b,13,Express intent to cooperate,0.693147
ICEWS14-V5b,14,Make a visit,0.693147
ICEWS14-V5b,15,Appeal for de-escalation of military engagement,0.693147
ICEWS14-V5b,16,Sign formal agreement,0.693147
ICEWS14-V5b,17,Attempt to assassinate,0.693147
ICEWS14-V5b,18,Host a visit,0.693147
ICEWS14-V5b,19,Increase military alert status,0.693147
ICEWS14-V5b,20,"Impose embargo, boycott, or sanctions",0.693147
ICEWS14-V5b,21,Provide economic aid,0.693147
ICEWS14-V5b,22,Demonstrate or rally,0.693147
ICEWS14-V5b,23,Express intent to engage in diplomatic cooperation (such as policy support),0.693147
ICEWS14-V5b,24,Appeal for intelligence,0.693147
ICEWS14-V5b,25,Demand,0.693147
ICEWS14-V5b,26,Carry out suicide bombing,0.693147
ICEWS14-V5b,27,Threaten,0.693147
ICEWS14-V5b,28,Express intent to provide material aid,0.693147
ICEWS14-V5b,29,Grant diplomatic recognition,0.693147
ICEWS14-V5b,30,Meet at a 'third' location,0.693147
ICEWS14-V5b,31,Accuse,0.693147
ICEWS14-V5b,32,Investigate,0.693147
ICEWS14-V5b,33,Reject,0.693147
ICEWS14-V5b,34,Appeal for diplomatic cooperation (such as policy support),0.693147
ICEWS14-V5b,35,Engage in symbolic act,0.693147
ICEWS14-V5b,36,"Defy norms, law",0.693147
ICEWS14-V5b,37,Consider policy option,0.693147
ICEWS14-V5b,38,Provide aid,0.693147
ICEWS14-V5b,39,Sexually assault,0.693147
ICEWS14-V5b,40,Make empathetic comment,0.693147
ICEWS14-V5b,41,Bring lawsuit against,0.693147
ICEWS14-V5b,42,"Impose blockade, restrict movement",0.693147
ICEWS14-V5b,43,Make pessimistic comment,0.693147
ICEWS14-V5b,44,"Protest violently, riot",0.693147
ICEWS14-V5b,45,Reduce or break diplomatic relations,0.693147
ICEWS14-V5b,46,Grant asylum,0.693147
ICEWS14-V5b,47,Engage in diplomatic cooperation,0.693147
ICEWS14-V5b,48,Make optimistic comment,0.693147
ICEWS14-V5b,49,Torture,0.693147
ICEWS14-V5b,50,Refuse to yield,0.693147
ICEWS14-V5b,51,Appeal for change in leadership,0.693147
ICEWS14-V5b,52,Cooperate militarily,0.693147
ICEWS14-V5b,53,Mobilize or increase armed forces,0.693147
ICEWS14-V5b,54,fight with small arms and light weapons,0.693147
ICEWS14-V5b,55,Ease administrative sanctions,0.693147
ICEWS14-V5b,56,Appeal for political reform,0.693147
ICEWS14-V5b,57,"Return, release person(s)",0.693147
ICEWS14-V5b,58,Discuss by telephone,0.693147
ICEWS14-V5b,59,Demonstrate for leadership change,0.693147
ICEWS14-V5b,60,Impose restrictions on political freedoms,0.693147
ICEWS14-V5b,61,Reduce relations,0.693147
ICEWS14-V5b,62,"Investigate crime, corruption",0.693147
ICEWS14-V5b,63,Engage in material cooperation,0.693147
ICEWS14-V5b,64,Appeal to others to meet or negotiate,0.693147
ICEWS14-V5b,65,Provide humanitarian aid,0.693147
ICEWS14-V5b,66,Use tactics of violent repression,0.693147
ICEWS14-V5b,67,Occupy territory,0.693147
ICEWS14-V5b,68,Demand humanitarian aid,0.693147
ICEWS14-V5b,69,Threaten non-force,0.693147
ICEWS14-V5b,70,Express intent to cooperate economically,0.693147
ICEWS14-V5b,71,"Conduct suicide, car, or other non-military bombing",0.693147
ICEWS14-V5b,72,Demand diplomatic cooperation (such as policy support),0.693147
ICEWS14-V5b,73,"Demand meeting, negotiation",0.693147
ICEWS14-V5b,74,Deny responsibility,0.693147
ICEWS14-V5b,75,"Express intent to change institutions, regime",0.693147
ICEWS14-V5b,76,Give ultimatum,0.693147
ICEWS14-V5b,77,Appeal for judicial cooperation,0.693147
ICEWS14-V5b,78,Rally support on behalf of,0.693147
ICEWS14-V5b,79,"Obstruct passage, block",0.693147
ICEWS14-V5b,80,Share intelligence or information,0.693147
ICEWS14-V5b,81,Expel or deport individuals,0.693147
ICEWS14-V5b,82,Confiscate property,0.693147
ICEWS14-V5b,83,Accuse of aggression,0.693147
ICEWS14-V5b,84,Physically assault,0.693147
ICEWS14-V5b,85,Retreat or surrender militarily,0.693147
ICEWS14-V5b,86,Veto,0.693147
ICEWS14-V5b,87,Kill by physical assault,0.693147
ICEWS14-V5b,88,Assassinate,0.693147
ICEWS14-V5b,89,"Appeal for change in institutions, regime",0.693147
ICEWS14-V5b,90,Forgive,0.693147
ICEWS14-V5b,91,"Reject proposal to meet, discuss, or negotiate",0.693147
ICEWS14-V5b,92,Express intent to provide humanitarian aid,0.693147
ICEWS14-V5b,93,Appeal for release of persons or property,0.693147
ICEWS14-V5b,94,Acknowledge or claim responsibility,0.693147
ICEWS14-V5b,95,"Ease economic sanctions, boycott, embargo",0.693147
ICEWS14-V5b,96,Express intent to cooperate militarily,0.693147
ICEWS14-V5b,97,Cooperate economically,0.693147
ICEWS14-V5b,98,Express intent to provide economic aid,0.693147
ICEWS14-V5b,99,Mobilize or increase police power,0.693147
ICEWS14-V5b,100,Employ aerial weapons,0.693147
ICEWS14-V5b,101,Accuse of human rights abuses,0.693147
ICEWS14-V5b,102,Conduct strike or boycott,0.693147
ICEWS14-V5b,103,Appeal for policy change,0.693147
ICEWS14-V5b,104,Demonstrate military or police power,0.693147
ICEWS14-V5b,105,Provide military aid,0.693147
ICEWS14-V5b,106,"Reject plan, agreement to settle dispute",0.693147
ICEWS14-V5b,107,Yield,0.693147
ICEWS14-V5b,108,Appeal for easing of administrative sanctions,0.693147
ICEWS14-V5b,109,Mediate,0.693147
ICEWS14-V5b,110,Apologize,0.693147
ICEWS14-V5b,111,Express intent to release persons or property,0.693147
ICEWS14-V5b,112,Express intent to de-escalate military engagement,0.693147
ICEWS14-V5b,113,Accede to demands for rights,0.693147
ICEWS14-V5b,114,Demand economic aid,0.693147
ICEWS14-V5b,115,Impose state of emergency or martial law,0.693147
ICEWS14-V5b,116,Receive deployment of peacekeepers,0.693147
ICEWS14-V5b,117,Demand de-escalation of military engagement,0.693147
ICEWS14-V5b,118,"Declare truce, ceasefire",0.693147
ICEWS14-V5b,119,Reduce or stop humanitarian assistance,0.693147
ICEWS14-V5b,120,Appeal to others to settle dispute,0.693147
ICEWS14-V5b,121,Reject request for military aid,0.693147
ICEWS14-V5b,122,"Threaten with political dissent, protest",0.693147
ICEWS14-V5b,123,Appeal to engage in or accept mediation,0.693147
ICEWS14-V5b,124,"Express intent to ease economic sanctions, boycott, or embargo",0.693147
ICEWS14-V5b,125,Coerce,0.693147
ICEWS14-V5b,126,fight with artillery and tanks,0.693147
ICEWS14-V5b,127,Express intent to cooperate on intelligence,0.693147
ICEWS14-V5b,128,Express intent to settle dispute,0.693147
ICEWS14-V5b,129,Express accord,0.693147
ICEWS14-V5b,130,Decline comment,0.693147
ICEWS14-V5b,131,Rally opposition against,0.693147
ICEWS14-V5b,132,Halt negotiations,0.693147
ICEWS14-V5b,133,Demand that target yields,0.693147
ICEWS14-V5b,134,Appeal for military aid,0.693147
ICEWS14-V5b,135,Threaten with military force,0.693147
ICEWS14-V5b,136,Express intent to provide military protection or peacekeeping,0.693147
ICEWS14-V5b,137,"Threaten with sanctions, boycott, embargo",0.693147
ICEWS14-V5b,138,Express intent to provide military aid,0.693147
ICEWS14-V5b,139,Demand change in leadership,0.693147
ICEWS14-V5b,140,Appeal for economic aid,0.693147
ICEWS14-V5b,141,Refuse to de-escalate military engagement,0.693147
ICEWS14-V5b,142,Refuse to release persons or property,0.693147
ICEWS14-V5b,143,Increase police alert status,0.693147
ICEWS14-V5b,144,"Return, release property",0.693147
ICEWS14-V5b,145,Ease military blockade,0.693147
ICEWS14-V5b,146,Appeal for material cooperation,0.693147
ICEWS14-V5b,147,Express intent to cooperate on judicial matters,0.693147
ICEWS14-V5b,148,Appeal for economic cooperation,0.693147
ICEWS14-V5b,149,Demand settling of dispute,0.693147
ICEWS14-V5b,150,"Accuse of crime, corruption",0.693147
ICEWS14-V5b,151,Defend verbally,0.693147
ICEWS14-V5b,152,Provide military protection or peacekeeping,0.693147
ICEWS14-V5b,153,"Accuse of espionage, treason",0.693147
ICEWS14-V5b,154,Seize or damage property,0.693147
ICEWS14-V5b,155,Accede to requests or demands for political reform,0.693147
ICEWS14-V5b,156,"Appeal for easing of economic sanctions, boycott, or embargo",0.693147
ICEWS14-V5b,157,Threaten to reduce or stop aid,0.693147
ICEWS14-V5b,158,Engage in judicial cooperation,0.693147
ICEWS14-V5b,159,Appeal to yield,0.693147
ICEWS14-V5b,160,Demand military aid,0.693147
ICEWS14-V5b,161,Refuse to ease administrative sanctions,0.693147
ICEWS14-V5b,162,Demand release of persons or property,0.693147
ICEWS14-V5b,163,Accede to demands for change in leadership,0.693147
ICEWS14-V5b,164,Appeal for humanitarian aid,0.693147
ICEWS14-V5b,165,Threaten with repression,0.693147
ICEWS14-V5b,166,"Demand change in institutions, regime",0.693147
ICEWS14-V5b,167,Demonstrate for policy change,0.693147
ICEWS14-V5b,168,Appeal for aid,0.693147
ICEWS14-V5b,169,Appeal for rights,0.693147
ICEWS14-V5b,170,Engage in violent protest for rights,0.693147
ICEWS14-V5b,171,Express intent to mediate,0.693147
ICEWS14-V5b,172,Expel or withdraw peacekeepers,0.693147
ICEWS14-V5b,173,Appeal for military protection or peacekeeping,0.693147
ICEWS14-V5b,174,Engage in mass killings,0.693147
ICEWS14-V5b,175,Accuse of war crimes,0.693147
ICEWS14-V5b,176,Reject military cooperation,0.693147
ICEWS14-V5b,177,Threaten to halt negotiations,0.693147
ICEWS14-V5b,178,Ban political parties or politicians,0.693147
ICEWS14-V5b,179,Express intent to change leadership,0.693147
ICEWS14-V5b,180,Demand material cooperation,0.693147
ICEWS14-V5b,181,Express intent to institute political reform,0.693147
ICEWS14-V5b,182,Demand easing of administrative sanctions,0.693147
ICEWS14-V5b,183,Express intent to engage in material cooperation,0.693147
ICEWS14-V5b,184,Reduce or stop economic assistance,0.693147
ICEWS14-V5b,185,Express intent to ease administrative sanctions,0.693147
ICEWS14-V5b,186,Demand intelligence cooperation,0.693147
ICEWS14-V5b,187,Ease curfew,0.693147
ICEWS14-V5b,188,Receive inspectors,0.693147
ICEWS14-V5b,189,Demand rights,0.693147
ICEWS14-V5b,190,Demand political reform,0.693147
ICEWS14-V5b,191,Demand judicial cooperation,0.693147
ICEWS14-V5b,192,Engage in political dissent,0.693147
ICEWS14-V5b,193,Detonate nuclear weapons,0.693147
ICEWS14-V5b,194,Violate ceasefire,0.693147
ICEWS14-V5b,195,Express intent to accept mediation,0.693147
ICEWS14-V5b,196,"Refuse to ease economic sanctions, boycott, or embargo",0.693147
ICEWS14-V5b,197,Demand mediation,0.693147
ICEWS14-V5b,198,Obstruct passage to demand leadership change,0.693147
ICEWS14-V5b,199,Express intent to yield,0.693147
ICEWS14-V5b,200,Conduct hunger strike,0.693147
ICEWS14-V5b,201,Threaten to halt mediation,0.693147
ICEWS14-V5b,202,Reject judicial cooperation,0.693147
ICEWS14-V5b,203,Reduce or stop military assistance,0.693147
ICEWS14-V5b,204,Ease political dissent,0.693147
ICEWS14-V5b,205,Threaten to reduce or break relations,0.693147
ICEWS14-V5b,206,Demobilize armed forces,0.693147
ICEWS14-V5b,207,Use as human shield,0.693147
ICEWS14-V5b,208,Demand policy change,0.693147
ICEWS14-V5b,209,"Accede to demands for change in institutions, regime",0.693147
ICEWS14-V5b,210,Reject economic cooperation,0.693147
ICEWS14-V5b,211,Reject material cooperation,0.693147
ICEWS14-V5b,212,Halt mediation,0.693147
ICEWS14-V5b,213,Accede to demands for change in policy,0.693147
ICEWS14-V5b,214,Investigate war crimes,0.693147
ICEWS14-V5b,215,Threaten with administrative sanctions,0.693147
ICEWS14-V5b,216,Reduce or stop material aid,0.693147
ICEWS14-V5b,217,Destroy property,0.693147
ICEWS14-V5b,218,Express intent to change policy,0.693147
ICEWS14-V5b,219,"Use chemical, biological, or radiological weapons",0.693147
ICEWS14-V5b,220,Reject request for military protection or peacekeeping,0.693147
ICEWS14-V5b,221,Demand material aid,0.693147
ICEWS14-V5b,222,Engage in mass expulsion,0.693147
ICEWS14-V5b,223,Investigate human rights abuses,0.693147
ICEWS14-V5b,224,Carry out car bombing,0.693147
ICEWS14-V5b,225,Expel or withdraw,0.693147
ICEWS14-V5b,226,Ease state of emergency or martial law,0.693147
ICEWS14-V5b,227,Carry out roadside bombing,0.693147
ICEWS14-V5b,228,Appeal for target to allow international involvement (non-mediation),0.693147
ICEWS14-V5b,229,Reject request for change in leadership,0.693147
